studentId,school,current_sem,cs01,cs02,cs03,cs04,cs05,cs06,cs07,cs08,cs09,cs10,cs11,cs12,cs13,cs14,cs15,cs16,cs17,cs18,jupyter,r,sql,javascript,python,c++,c,cmake,java,dart,kotlin,go,swift,c#,aspNet,typescript,php,objective_c,ruby,html,css,scss,rust,internships_no,time_spent,ai_industry,cs_industry,da_industry,gd_industry,ho_industry,is_industry,na_industry,sd_industry,specialisation
1026,UoN,1.2,43,12,50,11.9,30.7,16.2,0,15.1,0,0,0,0,0,0,21.21,0,0,0,56,30,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1027,UoN,1.2,41.7,12.1,50,11.7,29.8,16.9,0,15.4,0,0,0,0,0,0,23.42,0,0,0,75,18,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1028,UoN,1.2,32.7,9.9,40,8.8,24.6,12.8,0,11.9,0,0,0,0,0,0,20.87,0,0,0,95,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1029,UoN,1.2,31.1,9.3,40,9.3,24.9,12.9,0,12.4,0,0,0,0,0,0,18.9,0,0,0,81,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1030,UoN,1.2,30.4,8.8,40,9.9,24.1,12.9,0,13.1,0,0,0,0,0,0,17.45,0,0,0,67,24,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1031,UoN,1.2,22.8,6.6,30,7.5,17.8,8.4,0,9.2,0,0,0,0,0,0,15.62,0,0,0,52,36,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1032,UoN,1.2,23.2,6.7,30,6.4,16.1,8.7,0,8.5,0,0,0,0,0,0,11.16,0,0,0,82,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1033,UoN,1.2,22.2,6.8,30,7,15.9,9.5,0,8.3,0,0,0,0,0,0,14.41,0,0,0,67,18,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1034,UoN,1.2,12.4,4.5,20,3.9,10,4.1,0,5.8,0,0,0,0,0,0,7.38,0,0,0,33,28,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1035,UoN,1.2,10.4,4.9,20,4.9,8,5,0,5.8,0,0,0,0,0,0,7.47,0,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1036,UoN,1.2,10.8,4.3,20,3.8,8.7,5.6,0,5.8,0,0,0,0,0,0,7.7,0,0,0,50,26,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1037,UoN,1.2,0.4,1.8,10,2.3,3.3,0.6,0,2.7,0,0,0,0,0,0,3.32,0,0,0,37,28,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1038,UoN,1.2,2.7,2.2,10,2.3,1.6,0.8,0,2.6,0,0,0,0,0,0,2.98,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1039,UoN,1.2,4.5,1.6,10,2.2,3.3,0.9,0,1.8,0,0,0,0,0,0,0.99,0,0,0,83,6,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1040,UoN,2.1,63.2,45.3,50,48.8,39.2,17.3,0,32.1,0,17.6,0,0,0,0,25.35,0,0,0,97,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1041,UoN,2.1,62.7,49.6,50,48.9,37.2,18,0,30.8,0,16.9,0,0,0,0,24.97,0,0,0,79,13,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1042,UoN,2.1,60.7,46.8,50,47,37.7,16,0,32.5,0,16.8,0,0,0,0,21.61,0,0,0,86,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1043,UoN,2.1,45.8,35.3,40,37.9,29.1,13.5,0,24.7,0,12.1,0,0,0,0,16.72,0,0,0,89,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1044,UoN,2.1,46.3,39.6,40,36.6,27.8,12.8,0,24.3,0,12.4,0,0,0,0,19.03,0,0,0,91,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1045,UoN,2.1,50.6,35.5,40,38.4,31.1,13.2,0,24.4,0,12.3,0,0,0,0,20.57,0,0,0,89,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1046,UoN,2.1,33.4,27.1,30,25,22.3,8.1,0,18.8,0,9.5,0,0,0,0,12.1,0,0,0,55,25,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1047,UoN,2.1,30.2,27.6,30,26.9,19.1,9.7,0,19,0,9.5,0,0,0,0,15.78,0,0,0,73,13,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1048,UoN,2.1,33.6,27.2,30,28.5,19.4,8.8,0,17,0,8.8,0,0,0,0,14.27,0,0,0,83,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1049,UoN,2.1,21,17.9,20,16.1,10.8,4.3,0,13,0,4.7,0,0,0,0,5.66,0,0,0,60,25,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,AI
1050,UoN,2.1,21.6,17.8,20,17.2,13.2,6,0,11.1,0,4.3,0,0,0,0,10.01,0,0,0,33,31,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1051,UoN,2.1,18.7,18.2,20,16.5,9.9,5.6,0,11.1,0,5.1,0,0,0,0,9.18,0,0,0,64,24,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1052,UoN,2.1,4.4,7.6,10,9.5,3.3,1,0,6.5,0,0.3,0,0,0,0,3.48,0,0,0,32,29,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1053,UoN,2.1,5.5,8.4,10,5.5,3.4,0.7,0,4.7,0,0.7,0,0,0,0,4.36,0,0,0,54,42,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1054,UoN,2.1,5.8,8.8,10,7.2,3.2,0.2,0,4.5,0,1.4,0,0,0,0,2.73,0,0,0,54,31,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1055,UoN,2.2,84,68.1,50,72,72.3,17.7,46.4,31.5,0,33.3,0,0,43.17,0,22.65,0,93.4,0,81,7,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,AI
1056,UoN,2.2,84,69.8,50,70.5,71.1,17.6,48.1,32.9,0,33.6,0,0,42.38,0,23.66,0,90.8,0,54,29,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,AI
1057,UoN,2.2,88.4,73.8,50,68.7,66.8,16.2,45.6,31,0,35.7,0,0,40.14,0,24.88,0,98.3,0,41,36,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,AI
1058,UoN,2.2,64.9,59.4,40,55.4,49.3,12,36.8,26,0,24.3,0,0,34.24,0,20.87,0,72.7,0,86,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1059,UoN,2.2,60.7,54.7,40,55.3,52.4,13.3,39,26.4,0,27.5,0,0,36.39,0,18.35,0,71.6,0,37,30,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1060,UoN,2.2,61.6,57.9,40,58.4,49.9,13.8,35.5,26.3,0,24.5,0,0,34.33,0,15.42,0,79.8,0,51,21,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1061,UoN,2.2,41.5,41.6,30,37.9,33.4,9.3,28,17.7,0,17.3,0,0,30.99,0,11.51,0,54.4,0,35,25,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1062,UoN,2.2,40.4,38.1,30,42.5,38.6,9.6,25.4,19.5,0,18.3,0,0,25.49,0,11.53,0,50.5,0,57,41,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1063,UoN,2.2,41.2,40,30,40.7,37.5,9,29,19.6,0,16.6,0,0,29.66,0,11.08,0,50.4,0,41,39,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1064,UoN,2.2,26.4,27.7,20,29.8,20.6,4.9,18.7,12,0,11.6,0,0,11.69,0,10.98,0,35.6,0,55,22,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1065,UoN,2.2,21.6,23.9,20,27.8,23.1,4.9,18.2,11.5,0,10.9,0,0,10.86,0,9.42,0,38,0,45,39,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1066,UoN,2.2,28.5,29.5,20,22.9,24.5,5.3,18.7,10.1,0,10.8,0,0,11.1,0,5.41,0,37,0,50,35,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,AI
1067,UoN,2.2,5.9,11.4,10,14.5,3.5,1.9,9.7,6.6,0,2.1,0,0,8.66,0,0.78,0,12.3,0,62,28,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1068,UoN,2.2,6.1,9.5,10,11.9,5.6,1,7.4,6.1,0,1.1,0,0,1.23,0,4.34,0,16.1,0,48,19,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1069,UoN,2.2,2.1,8.6,10,10.4,5,0.5,9.9,5.5,0,1,0,0,2.16,0,2.39,0,11.2,0,43,31,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1070,UoN,3.1,86.8,83.6,50,81.4,73.1,35.4,47.4,48.8,0,50.5,0,0,46.54,0,70.55,94.9,99.7,0,93,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1071,UoN,3.1,80.6,81.8,50,79.6,73.8,34.2,47.8,48.9,0,49.2,0,0,42.61,0,70.33,96.9,98.7,0,79,10,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,AI
1072,UoN,3.1,87.7,86,50,81.7,75.2,34,45.5,48.4,0,50,0,0,40.51,0,73.36,95.1,90.8,0,30,27,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,AI
1073,UoN,3.1,63.1,69.4,40,65.7,59.7,25.7,35.5,35.4,0,38.2,0,0,34.55,0,46.33,71.9,76.4,0,37,30,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,AI
1074,UoN,3.1,64.6,65.2,40,63.5,56.7,27,35.8,37.4,0,36.4,0,0,40.92,0,45.04,72.9,78.2,0,54,19,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1075,UoN,3.1,69.4,64.7,40,69.1,58.3,24.2,37.4,36.3,0,37,0,0,39.77,0,60.36,71.3,73,0,78,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,AI
1076,UoN,3.1,43.5,49,30,50.8,38.5,18.9,28.5,26.8,0,27,0,0,23.44,0,40.65,55.4,50.5,0,50,24,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1077,UoN,3.1,49,43.8,30,44.1,38.8,19.6,27.3,26.6,0,25.9,0,0,27.42,0,36.12,59.8,52.9,0,72,17,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,AI
1078,UoN,3.1,45.3,49.5,30,48.9,38.7,17.6,29,25.3,0,25.8,0,0,20.85,0,33.31,50.2,56.6,0,73,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1079,UoN,3.1,29.7,31.7,20,29.1,22.2,9,18,18.5,0,12.8,0,0,17.1,0,15.29,36.9,30.2,0,36,34,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,0,0,AI
1080,UoN,3.1,21.4,34.5,20,31.7,18.5,11.6,15.8,18.1,0,13,0,0,15.38,0,18.17,32.7,35.1,0,35,33,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,AI
1081,UoN,3.1,28.3,30.2,20,30.9,18.8,10.2,19.1,19.6,0,14.8,0,0,10.94,0,23.93,36,36.9,0,46,26,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1082,UoN,3.1,0.2,16.3,10,11.9,6.9,3.4,6.3,5.4,0,3,0,0,1.83,0,7.68,16.1,15.2,0,76,13,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1083,UoN,3.1,9,13.2,10,15.8,6.6,2.7,7.3,8,0,0.1,0,0,1.8,0,5.07,16.1,15.2,0,71,16,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,AI
1084,UoN,3.1,5.2,10.2,10,14.9,0.2,0.6,7.8,8.8,0,1.3,0,0,2.27,0,1.86,13.6,13,0,50,21,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1085,UoN,3.2,84.1,99.2,50,91.8,73.7,48.4,91.4,76.7,49.7,50.4,23.5,0,47.46,0,83.58,95.6,90.4,0,44,29,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1086,UoN,3.2,84,93.8,50,92.8,72.8,50.4,99.2,76,47.4,51.3,23.7,0,47.93,0,86.89,99.5,98.3,0,70,13,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,AI
1087,UoN,3.2,82.4,96.8,50,99.7,76.5,49.7,94,75.3,46.1,52.6,24.6,0,45.64,0,95.71,96,97.9,0,86,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,AI
1088,UoN,3.2,62.7,76.1,40,73.1,60.1,36.8,75.1,62.3,38.2,37.7,18.1,0,37.13,0,76.05,75.3,78.1,0,42,26,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1089,UoN,3.2,66.4,75.6,40,72.7,58,41.7,72.1,63.2,38.6,36.2,19.9,0,32.36,0,61.5,77.5,77.5,0,59,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,AI
1090,UoN,3.2,60.7,74.8,40,74.1,56.2,41.2,70.1,58.4,38.9,38.5,18.9,0,30.93,0,68.73,76.7,70.1,0,84,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1091,UoN,3.2,48,52.8,30,52.5,40.9,30,51.3,43.3,25,29,13.4,0,28.78,0,47.57,56.8,52.4,0,61,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,AI
1092,UoN,3.2,45.8,57.3,30,58.3,43.2,25.4,55.5,41.9,25.6,24.7,14.6,0,25.09,0,52.16,52.2,55.3,0,46,40,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1093,UoN,3.2,48.5,56.5,30,59.4,42.3,27.9,57.3,47.9,26,26,13.7,0,30.97,0,40.97,56.7,54.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,AI
1094,UoN,3.2,27.1,34.5,20,35.9,23.1,12.2,36.6,29.5,18.7,14.6,9.5,0,11.02,0,23.29,34.7,31.4,0,33,31,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1095,UoN,3.2,21.7,34.8,20,36.1,21.4,15.5,30.3,32.1,15.8,13.6,9.2,0,15.6,0,23.93,38.8,30.2,0,68,25,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,AI
1096,UoN,3.2,25.1,35,20,33.9,19,12.8,37,25.3,17.5,12.1,9.2,0,19.27,0,23.54,37.7,36.3,0,82,10,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1097,UoN,3.2,5.5,14.7,10,11.6,7.9,2.9,15.3,11.8,9.5,3.3,4.6,0,6.03,0,16.02,19.4,19.5,0,54,19,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1098,UoN,3.2,2.1,15.6,10,14.6,7.8,2.1,16.7,12.1,5.6,2,4.2,0,1,0,18.08,13.5,16.3,0,47,41,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1099,UoN,3.2,7.8,14.7,10,13.5,0.6,0.7,16,14.1,6.9,5.4,3.5,0,5.06,0,8.69,10.9,14.1,0,56,32,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,AI
1100,UoN,4.1,87.6,93.4,100,95.9,86.8,68.3,94.8,82.1,96.6,80.3,45.2,98.41,41.43,0,80.52,94.5,97.6,90.9,62,24,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1101,UoN,4.1,82.8,94.3,100,97.4,89.1,65.5,94.7,83.3,97.5,81.8,50,94.27,44.58,0,92.54,94.6,92.2,91.6,58,19,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,0,0,AI
1102,UoN,4.1,83.4,97.8,100,92.5,88.2,65.2,92.2,78.9,94.6,86.2,46.9,85.54,46.21,0,82.16,96.4,96,98.1,44,23,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,AI
1103,UoN,4.1,67.7,77.6,80,70.7,68.7,53.8,77.5,60.1,74.2,66.7,35.5,68.68,37.18,0,64.39,76.5,77.8,74.7,89,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,1,0,0,0,0,0,AI
1104,UoN,4.1,62.1,73.3,80,79.3,62.9,52.6,76,62.4,72.6,67.2,36.7,77.58,35.54,0,74.06,75.7,79.9,71.9,53,28,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,AI
1105,UoN,4.1,65.5,76.7,80,70.6,62.3,49,70.8,65,78.2,67,35.9,64.89,32.68,0,67.61,70.3,76.8,70.6,72,21,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,AI
1106,UoN,4.1,43.1,55.8,60,54.1,42.4,32.3,57.6,45.9,58.5,41.6,27.7,49.98,28.61,0,44.3,52.4,50.3,55.3,79,11,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI
1107,UoN,4.1,40.4,57.6,60,54.8,47.3,35.5,53.7,43.4,52.6,48.4,26.6,47.17,23.92,0,49.16,58.7,59.4,57.1,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,0,AI
1108,UoN,4.1,49,53.3,60,57.4,47.1,34.7,57.8,47.4,60,40.9,27.7,52.15,25.77,0,49.43,55.2,55.7,54.8,59,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,1,0,0,0,0,0,AI
1109,UoN,4.1,30,30.5,40,30.4,26,21.2,36.9,30.8,35.7,22,16.6,37.63,12.59,0,29.8,32.4,39,33.2,60,20,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,AI
