studentId,school,year,semester,cs01,cs02,cs03,cs04,cs05,cs06,cs07,cs08,cs09,cs10,cs11,cs12,cs13,cs14,cs15,cs16,cs17,cs18,academic_average,c,c++,java,javascript,python,r,jupyter,dart,kotlin,go,swift,c#,typescript,php,objective-c,ruby,html,css,sql,rust,internships_no,time_spent,ai_industry,cs_industry,da_industry,gd_industry,ho_industry,is_industry,na_industry,sd_industry,specialisation
1025,JKUAT,1,2,55.35,43.21,100,13.96,27.18,0,0,0,0,0,0,0,0,0,0,0,0,0,47.94,0,0,0,0,46.8,100,13.9,0,0,0,0,0,0,0,0,0,0,0,44.5,0,0,0,0,0,0,0,0,0,0,0,AI
1026,JKUAT,1,2,54.81,42.83,100,12.78,28.48,0,0,0,0,0,0,0,0,0,0,0,0,0,47.78,0,0,0,0,3.5,95.9,92.9,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,AI
1027,JKUAT,1,2,52.98,42.47,100,13.75,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,47.36,0,0,0,0,41.9,18.5,26.6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,AI
1028,JKUAT,1,2,43.07,30.77,80,10.72,21,0,0,0,0,0,0,0,0,0,0,0,0,0,37.16,0,0,0,0,40.9,26.8,83.5,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,AI
1029,JKUAT,1,2,40.55,32.55,80,10.88,22,0,0,0,0,0,0,0,0,0,0,0,0,0,37.29,0,0,0,0,41.8,11.7,21.8,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,AI
1030,JKUAT,1,2,41.46,31.26,80,9.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,37.12,0,0,0,0,32.6,14,3.8,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,AI
1031,JKUAT,1,2,27.87,21.89,60,6.97,15.11,0,0,0,0,0,0,0,0,0,0,0,0,0,26.37,0,0,0,0,94,6.1,33,0,0,0,0,0,0,0,0,0,0,0,30.3,0,0,0,0,0,0,0,0,0,0,0,AI
1032,JKUAT,1,2,31.11,20.41,60,7.58,16.15,0,0,0,0,0,0,0,0,0,0,0,0,0,27.05,0,0,0,0,18.9,37.9,62.4,0,0,0,0,0,0,0,0,0,0,0,80.9,0,0,0,0,0,0,0,0,0,0,0,AI
1033,JKUAT,1,2,29.53,24.31,60,6.7,16.22,0,0,0,0,0,0,0,0,0,0,0,0,0,27.35,0,0,0,0,0.1,46.5,25.5,0,0,0,0,0,0,0,0,0,0,0,51.4,0,0,0,0,0,0,0,0,0,0,0,AI
1034,JKUAT,1,2,20.16,14.69,40,4.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,18.03,0,0,0,0,35,27.3,5,0,0,0,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,AI
1035,JKUAT,1,2,19.09,10.17,40,4.4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16.76,0,0,0,0,42.3,0.2,20.4,0,0,0,0,0,0,0,0,0,0,0,26.2,0,0,0,0,0,0,0,0,0,0,0,AI
1036,JKUAT,1,2,16.81,10.23,40,3.78,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16.03,0,0,0,0,42.7,68.6,90.7,0,0,0,0,0,0,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,0,0,AI
1037,JKUAT,1,2,9.31,1.1,20,0.93,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,0,0,0,69.9,83.5,84.2,0,0,0,0,0,0,0,0,0,0,0,41.1,0,0,0,0,0,0,0,0,0,0,0,AI
1038,JKUAT,1,2,7.55,3.17,20,0.45,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,0,0,0,27,0.8,6.4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,AI
1039,JKUAT,1,2,9.02,2.71,20,1.11,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71,0,0,0,0,20.7,4,3,0,0,0,0,0,0,0,0,0,0,0,44.5,0,0,0,0,0,0,0,0,0,0,0,AI
1040,JKUAT,2,1,83.28,66.11,100,21.47,46.66,30.32,0,0,0,0,0,0,0,0,0,0,0,0,57.97,0,0,0,0,79.6,15.4,94.5,0,0,0,0,0,0,0,0,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,AI
1041,JKUAT,2,1,80.49,65.73,100,22.11,43.56,33.24,0,0,0,0,0,0,0,0,0,0,0,0,57.52,0,0,0,0,77.7,79.5,44.2,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,AI
1042,JKUAT,2,1,88.16,62.54,100,23.68,44.19,32.64,0,0,0,0,0,0,0,0,0,0,0,0,58.54,0,0,0,0,35.9,13.5,32,0,0,0,0,0,0,0,0,0,0,0,49.1,0,0,0,0,0,0,0,0,0,0,0,AI
1043,JKUAT,2,1,65.68,48.14,80,18.33,35.28,23.83,0,0,0,0,0,0,0,0,0,0,0,0,45.21,0,0,0,0,12.5,93.3,37.3,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,0,0,0,0,AI
1044,JKUAT,2,1,64.32,50.02,80,17.96,36.69,23.52,0,0,0,0,0,0,0,0,0,0,0,0,45.42,0,0,0,0,3,26.7,21.8,0,0,0,0,0,0,0,0,0,0,0,44.3,0,0,0,0,0,0,0,0,0,0,0,AI
1045,JKUAT,2,1,68.74,46.87,80,18.4,34.08,24.75,0,0,0,0,0,0,0,0,0,0,0,0,45.47,0,0,0,0,87.3,8.8,9.6,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0,0,0,0,0,0,0,0,0,0,AI
1046,JKUAT,2,1,51.22,32.55,60,11.91,25.66,18.57,0,0,0,0,0,0,0,0,0,0,0,0,33.32,0,0,0,0,4.7,24.5,48.7,0,0,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,0,0,0,AI
1047,JKUAT,2,1,49.83,31.03,60,10.58,25.43,18.09,0,0,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,1.2,68.7,77.6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,AI
1048,JKUAT,2,1,52.65,30.26,60,11.78,24.57,18.41,0,0,0,0,0,0,0,0,0,0,0,0,32.95,0,0,0,0,36.9,22.3,5.5,0,0,0,0,0,0,0,0,0,0,0,33.9,0,0,0,0,0,0,0,0,0,0,0,AI
1049,JKUAT,2,1,34.23,15.79,40,6.11,15.86,11.29,0,0,0,0,0,0,0,0,0,0,0,0,20.55,0,0,0,0,25.8,31.9,3.9,0,0,0,0,0,0,0,0,0,0,0,16.3,0,1,3,1,0,0,0,0,0,0,0,AI
1050,JKUAT,2,1,28.95,20.28,40,5.29,17.33,13.31,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,0,0,0,52.6,12.8,68.2,0,0,0,0,0,0,0,0,0,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,AI
1051,JKUAT,2,1,29.55,17.95,40,6.56,15.36,12.93,0,0,0,0,0,0,0,0,0,0,0,0,20.39,0,0,0,0,14.1,65.9,6.6,0,0,0,0,0,0,0,0,0,0,0,68.2,0,0,0,0,0,0,0,0,0,0,0,AI
1052,JKUAT,2,1,14.59,6.77,20,2.18,6.21,6.46,0,0,0,0,0,0,0,0,0,0,0,0,9.37,0,0,0,0,94,12.7,10.6,0,0,0,0,0,0,0,0,0,0,0,26.7,0,0,0,0,0,0,0,0,0,0,0,AI
1053,JKUAT,2,1,9.92,4.53,20,1.43,8.88,4.22,0,0,0,0,0,0,0,0,0,0,0,0,8.16,0,0,0,0,47.4,15.7,40.3,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,AI
1054,JKUAT,2,1,10.32,4.1,20,0.82,5.72,6.08,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,48.7,42.1,33.7,0,0,0,0,0,0,0,0,0,0,0,26.2,0,0,0,0,0,0,0,0,0,0,0,AI
1055,JKUAT,2,2,95.35,87.24,100,42.62,42.59,32.79,80.18,0,0,0,0,50,0,0,33.33,0,0,0,62.68,0,0,0,0,23.8,14.5,77.7,0,0,0,0,0,0,0,0,0,0,0,49,0,1,5,1,0,0,0,0,0,0,0,AI
1056,JKUAT,2,2,93.15,88.05,100,40.27,43.72,32.32,88.51,0,0,0,0,50,0,0,33.33,0,0,0,63.26,0,0,0,0,27.9,27.5,25,0,0,0,0,0,0,0,0,0,0,0,33.4,0,1,3,1,0,0,0,0,0,0,0,AI
1057,JKUAT,2,2,99.75,81.12,100,39.13,47.05,32.17,87.75,0,0,0,0,50,0,0,33.33,0,0,0,63.37,0,0,0,0,7.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,1,2,1,0,0,0,0,0,0,0,AI
1058,JKUAT,2,2,76.63,66.79,80,31.04,37.36,23.38,62.26,0,0,0,0,40,0,0,26.66,0,0,0,49.35,0,0,0,0,23.2,43.7,13.6,0,0,0,0,0,0,0,0,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,AI
1059,JKUAT,2,2,73.9,63.85,80,28.94,33.07,24.2,62.62,0,0,0,0,40,0,0,26.66,0,0,0,48.14,0,0,0,0,92.4,6.5,2.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,AI
1060,JKUAT,2,2,77.16,62.56,80,31.01,36.42,24.41,68.05,0,0,0,0,40,0,0,26.66,0,0,0,49.59,0,0,0,0,63.8,22.4,24.5,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,AI
1061,JKUAT,2,2,52.69,43.01,60,19.63,24.59,16.73,47.12,0,0,0,0,30,0,0,18.76,0,0,0,34.73,0,0,0,0,32,37,18.1,0,0,0,0,0,0,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,AI
1062,JKUAT,2,2,51.65,40.68,60,20.35,26.89,16.68,45.6,0,0,0,0,30,0,0,18.76,0,0,0,34.51,0,0,0,0,83.3,40.4,24.5,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,AI
1063,JKUAT,2,2,51.64,43.18,60,19.38,27.02,17.11,42.69,0,0,0,0,30,0,0,18.76,0,0,0,34.42,0,0,0,0,0.2,27.8,54.6,0,0,0,0,0,0,0,0,0,0,0,42.3,0,0,0,0,0,0,0,0,0,0,0,AI
1064,JKUAT,2,2,30.36,27.53,40,12.49,18.68,12.29,25.4,0,0,0,0,20,0,0,13.33,0,0,0,22.23,0,0,0,0,88,73,0.5,0,0,0,0,0,0,0,0,0,0,0,52.2,0,0,0,0,0,0,0,0,0,0,0,AI
1065,JKUAT,2,2,31.94,21.25,40,11.64,17.68,11.05,27.34,0,0,0,0,20,0,0,13.33,0,0,0,21.58,0,0,0,0,9.4,44.4,7.5,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,AI
1066,JKUAT,2,2,32.92,29.52,40,10.98,15.88,13.15,25.11,0,0,0,0,20,0,0,13.33,0,0,0,22.32,0,0,0,0,57.7,77.4,37.8,0,0,0,0,0,0,0,0,0,0,0,46.8,0,1,6,1,0,0,0,0,0,0,0,AI
1067,JKUAT,2,2,15.83,3.55,20,1.71,7.46,6.37,3.68,0,0,0,0,10,0,0,6.67,0,0,0,8.36,0,0,0,0,49.9,42.2,46.3,0,0,0,0,0,0,0,0,0,0,0,40.1,0,0,0,0,0,0,0,0,0,0,0,AI
1068,JKUAT,2,2,16.02,7.6,20,2.65,7.07,6.22,9.36,0,0,0,0,10,0,0,6.67,0,0,0,9.51,0,0,0,0,73.9,85,61.9,0,0,0,0,0,0,0,0,0,0,0,43.2,0,0,0,0,0,0,0,0,0,0,0,AI
1069,JKUAT,2,2,14.5,9.46,20,3.21,7.83,4.74,8.52,0,0,0,0,10,0,0,6.67,0,0,0,9.44,0,0,0,0,14.6,16.4,22.3,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,AI
1070,JKUAT,3,1,96.13,80.83,100,45.98,69.57,32.19,82.59,20.34,0,0,0,50,0,100,66.67,0,0,0,67.66,0,0,0,0,25.7,78.2,47.1,0,0,0,0,0,0,0,0,0,0,0,68.4,0,0,0,0,0,0,0,0,0,0,0,AI
1071,JKUAT,3,1,99.06,81.9,100,43.73,69.38,30.91,81.48,21.71,0,0,0,50,0,100,66.67,0,0,0,67.71,0,0,0,0,9.8,50.7,20.6,0,0,0,0,0,0,0,0,0,0,0,51.3,0,1,12,1,0,0,0,0,0,0,1,AI
1072,JKUAT,3,1,90.22,88.33,100,45.74,72.04,30.93,84.38,22.01,0,0,0,50,0,100,66.67,0,0,0,68.21,0,0,0,0,36,7.1,79,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1,9,1,0,0,0,0,0,0,0,AI
1073,JKUAT,3,1,76.04,69.57,80,36.11,55.37,24.14,62.02,16.05,0,0,0,40,0,80,53.33,0,0,0,53.88,0,0,0,0,11.6,39.7,52.1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,9,1,0,0,0,0,0,0,0,AI
1074,JKUAT,3,1,75.32,66.41,80,33.82,54.9,25.93,64.08,15.39,0,0,0,40,0,80,53.33,0,0,0,53.56,0,0,0,0,96.8,28.1,30.5,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,AI
1075,JKUAT,3,1,78.85,63.97,80,33.34,59.25,24.26,61.47,16.24,0,0,0,40,0,80,53.33,0,0,0,53.7,0,0,0,0,45.8,66.8,2,0,0,0,0,0,0,0,0,0,0,0,22.7,0,1,11,1,0,0,0,0,0,0,0,AI
1076,JKUAT,3,1,53.61,41.67,60,24.44,44.06,18.06,48.16,11.69,0,0,0,30,0,60,39.99,0,0,0,39.24,0,0,0,0,12.3,8.3,96.9,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,AI
1077,JKUAT,3,1,50.5,43.36,60,24.02,40.2,17.63,45.33,11.14,0,0,0,30,0,60,39.99,0,0,0,38.38,0,0,0,0,10.9,30.2,37,0,0,0,0,0,0,0,0,0,0,0,62.5,0,1,1,1,0,0,0,0,0,0,0,AI
1078,JKUAT,3,1,50.45,46.48,60,23.29,40.49,16.79,44.27,10.94,0,0,0,30,0,60,39.99,0,0,0,38.43,0,0,0,0,7.7,98.6,3.4,0,0,0,0,0,0,0,0,0,0,0,48.6,0,0,0,0,0,0,0,0,0,0,0,AI
1079,JKUAT,3,1,33.96,23.46,40,12.45,23.3,11.78,27.36,5.84,0,0,0,20,0,40,26.65,0,0,0,24.07,0,0,0,0,18.3,1.3,85.3,0,0,0,0,0,0,0,0,0,0,0,87.3,0,1,9,1,0,1,0,0,0,0,1,AI
1080,JKUAT,3,1,33.22,27.87,40,11.09,29.41,12.21,28.75,6.5,0,0,0,20,0,40,26.65,0,0,0,25.06,0,0,0,0,92.1,79.4,40,0,0,0,0,0,0,0,0,0,0,0,85.8,0,1,6,1,0,0,0,0,0,0,0,AI
1081,JKUAT,3,1,34.79,22.43,40,13.84,25.66,10.64,26.73,6.02,0,0,0,20,0,40,26.65,0,0,0,24.25,0,0,0,0,44.6,40.7,27,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,AI
1082,JKUAT,3,1,10.53,6.26,20,2.54,7.68,5.52,7.61,0.94,0,0,0,10,0,20,13.31,0,0,0,9.49,0,0,0,0,11.7,7.1,13.7,0,0,0,0,0,0,0,0,0,0,0,57.4,0,0,0,0,0,0,0,0,0,0,0,AI
1083,JKUAT,3,1,19.44,2.75,20,1.16,12.39,4.52,3.61,2.38,0,0,0,10,0,20,13.31,0,0,0,9.96,0,0,0,0,30.7,7,3.7,0,0,0,0,0,0,0,0,0,0,0,31.7,0,1,4,1,0,1,0,0,0,0,0,AI
1084,JKUAT,3,1,13.49,0.97,20,3.12,9.57,4.57,4.55,0.62,0,0,0,10,0,20,13.31,0,0,0,9.11,0,0,0,0,90.2,38.1,28.5,0,0,0,0,0,0,0,0,0,0,0,40.7,0,0,0,0,0,0,0,0,0,0,0,AI
1085,JKUAT,3,2,92.2,82.25,100,55.95,86.72,31.21,81.12,42.23,0,31.35,0,100,0,100,66.67,55.47,0,0,71.17,0,0,0,0,34,96.8,5.6,0,0,0,0,0,0,0,0,0,0,0,75.6,0,0,0,0,0,0,0,0,0,0,0,AI
1086,JKUAT,3,2,98.09,81.28,100,55.35,88.47,31.8,84,41.97,0,31.98,0,100,0,100,66.67,55.9,0,0,71.96,0,0,0,0,88,56.4,21.1,0,0,0,0,0,0,0,0,0,0,0,93.5,0,1,6,1,0,1,0,0,0,0,0,AI
1087,JKUAT,3,2,98.2,87.86,100,55.45,90.34,32.3,82.19,40.88,0,30.53,0,100,0,100,66.67,53.56,0,0,72.15,0,0,0,0,39.6,13,39.1,0,0,0,0,0,0,0,0,0,0,0,42.1,0,1,4,1,0,0,0,0,0,0,0,AI
1088,JKUAT,3,2,70.44,67.89,80,46.79,73.96,23.82,67.86,31.65,0,25.21,0,80,0,80,53.33,45.16,0,0,57.39,0,0,0,0,47.5,40.9,18.9,0,0,0,0,0,0,0,0,0,0,0,64.2,0,0,0,0,0,0,0,0,0,0,0,AI
1089,JKUAT,3,2,70.96,69.3,80,46.66,66.3,26.58,62.01,34.97,0,24.85,0,80,0,80,53.33,46.27,0,0,57.02,0,0,0,0,11.9,19,11.5,0,0,0,0,0,0,0,0,0,0,0,25.4,0,1,1,1,0,0,0,0,0,0,0,AI
1090,JKUAT,3,2,74.62,66.43,80,46.83,67.54,23.66,69.24,31.98,0,23.38,0,80,0,80,53.33,44.84,0,0,57.07,0,0,0,0,2.3,9.9,47.4,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,AI
1091,JKUAT,3,2,51.75,40.87,60,31.47,50.89,16.28,49.09,20.83,0,16.49,0,60,0,60,39.99,30.06,0,0,40.59,0,0,0,0,15.8,83.6,68.2,0,0,0,0,0,0,0,0,0,0,0,9.2,0,1,1,1,0,1,0,0,0,0,1,AI
1092,JKUAT,3,2,57.88,49.49,60,28.92,50.69,17.86,46.63,21.29,0,16.46,0,60,0,60,39.99,33.1,0,0,41.72,0,0,0,0,10.4,30.6,27.3,0,0,0,0,0,0,0,0,0,0,0,73.1,0,0,0,0,0,0,0,0,0,0,0,AI
1093,JKUAT,3,2,56.39,41.97,60,32.98,56.25,16.08,44.46,21.39,0,16.19,0,60,0,60,39.99,27.12,0,0,40.99,0,0,0,0,6.6,17.7,17.1,0,0,0,0,0,0,0,0,0,0,0,46.1,0,1,11,1,0,0,0,0,0,0,0,AI
1094,JKUAT,3,2,32.54,23.5,40,19.79,35.91,10.92,29.28,14.05,0,10.46,0,40,0,40,26.65,17.01,0,0,26.16,0,0,0,0,95.6,46,6,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,AI
1095,JKUAT,3,2,30.03,28.2,40,19.14,33.25,10.92,24.56,11.72,0,10.04,0,40,0,40,26.65,14.88,0,0,25.34,0,0,0,0,57.8,6.9,3.6,0,0,0,0,0,0,0,0,0,0,0,87.2,0,1,9,1,0,0,0,0,0,0,0,AI
1096,JKUAT,3,2,34.43,28.54,40,14.63,33.27,12.91,25.84,12.53,0,10.49,0,40,0,40,26.65,17.59,0,0,25.91,0,0,0,0,7.2,17.4,41.1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,AI
1097,JKUAT,3,2,16.66,9.34,20,4.98,17.11,3.4,8.88,2.56,0,5.13,0,20,0,20,13.31,3.35,0,0,11.13,0,0,0,0,9.7,42.1,48.8,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,AI
1098,JKUAT,3,2,12.85,7.38,20,2.88,12.84,4.63,6.19,4.65,0,5.13,0,20,0,20,13.31,1.14,0,0,10.08,0,0,0,0,38.9,24.1,29.1,0,0,0,0,0,0,0,0,0,0,0,76.9,0,0,0,0,0,0,0,0,0,0,0,AI
1099,JKUAT,3,2,11.65,0.69,20,3.37,12.03,5.64,0.8,1.41,0,4.98,0,20,0,20,13.31,1.32,0,0,8.86,0,0,0,0,62.6,71.1,49.3,0,0,0,0,0,0,0,0,0,0,0,65.7,0,1,11,1,0,0,0,0,0,0,0,AI
1100,JKUAT,4,1,97.14,88.03,100,73.21,94.76,91.74,88.58,40.36,0,64.03,80.32,100,50,100,66.67,56.08,85.78,0,79.79,0,0,0,0,2.8,49.2,55.4,0,0,0,0,0,0,0,0,0,0,0,45.6,0,0,0,0,0,0,0,0,0,0,0,AI
1101,JKUAT,4,1,91.85,86.45,100,74.52,91.2,99.43,89.81,41.8,0,64.18,82.01,100,50,100,66.67,57.82,81.28,0,79.81,0,0,0,0,21.9,25,14.8,0,0,0,0,0,0,0,0,0,0,0,37.6,0,1,9,1,0,1,0,0,0,0,0,AI
1102,JKUAT,4,1,91.45,83.11,100,72.25,96.84,92.11,88.42,40.47,0,65.84,83.87,100,50,100,66.67,54.37,88.88,0,79.64,0,0,0,0,72.5,54.7,50.7,0,0,0,0,0,0,0,0,0,0,0,39.4,0,1,5,1,0,0,0,0,0,0,0,AI
1103,JKUAT,4,1,75.58,64.31,80,50.54,79.77,76.71,60.27,32.64,0,48.01,69.12,80,40,80,53.33,42.21,66.53,0,62.44,0,0,0,0,14.4,14.3,90.7,0,0,0,0,0,0,0,0,0,0,0,93.4,0,1,13,1,0,1,0,0,0,0,1,AI
1104,JKUAT,4,1,76.35,69.35,80,58.82,73.89,77.99,68.43,30.01,0,51.29,69.61,80,40,80,53.33,42.67,64.03,0,63.49,0,0,0,0,62.2,71.1,52.6,0,0,0,0,0,0,0,0,0,0,0,9,0,1,4,1,0,0,0,0,0,0,0,AI
1105,JKUAT,4,1,76.41,67.2,80,56.02,73.99,73.7,62.49,33.39,0,52.52,65.45,80,40,80,53.33,40.92,60.19,0,62.23,0,0,0,0,9.6,12.9,59.5,0,0,0,0,0,0,0,0,0,0,0,29.6,0,1,5,1,0,1,0,0,0,0,0,AI
1106,JKUAT,4,1,50.29,41.8,60,37.38,51.86,54.61,40.04,21.09,0,38.16,42.98,60,30,60,39.99,33.17,41.14,0,43.91,0,0,0,0,49.7,43.6,17.2,0,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,AI
1107,JKUAT,4,1,56.65,45.3,60,40.84,58.41,56.76,42.27,23.35,0,36.05,48.77,60,30,60,39.99,26.7,44.59,0,45.61,0,0,0,0,34.7,26.7,21.6,0,0,0,0,0,0,0,0,0,0,0,4.7,0,1,18,1,0,0,0,0,0,0,0,AI
1108,JKUAT,4,1,57.78,44.81,60,38.73,50.49,59.19,44.41,21.84,0,37.92,43.67,60,30,60,39.99,33.25,44.32,0,45.4,0,0,0,0,34.5,25.7,68.1,0,0,0,0,0,0,0,0,0,0,0,30.7,0,1,8,1,0,1,0,0,0,0,0,AI
1109,JKUAT,4,1,31.99,28.59,40,22.19,31.72,33.39,20.23,12.71,0,23.71,21.86,40,20,40,26.65,17.78,26.58,0,27.34,0,0,0,0,33.4,46,20.3,0,0,0,0,0,0,0,0,0,0,0,94.3,0,1,1,1,0,0,0,0,0,0,1,AI
